key,value,date
DVDC,0,06/09/13
DVDC,0,06/10/13
DVDC,0,06/11/13
DVDC,0,06/12/13
DVDC,0,06/13/13
DVDC,0,06/14/13
DVDC,0,06/15/13
DVDC,0,06/16/13
DVDC,0,06/17/13
DVDC,0,06/18/13
DVDC,0,06/19/13
DVDC,0,06/20/13
DVDC,0,06/21/13
DVDC,0,06/22/13
DVDC,0,06/23/13
DVDC,0,06/24/13
DVDC,0,06/25/13
DVDC,0,06/26/13
DVDC,0,06/27/13
DVDC,67.5,06/28/13
DVDC,5.25,06/29/13
DVDC,5.25,06/30/13
DVDC,6.0,07/01/13
DVDC,9.0,07/02/13
DVDC,6.0,07/03/13
DVDC,2.25,07/04/13
DVDC,7.5,07/05/13
DVDC,2.25,07/06/13
DVDC,1.5,07/07/13
DVDC,24.0,07/08/13
DVDC,21.0,07/09/13
DVDC,10.5,07/10/13
DVDC,0,07/11/13
DVDC,0,07/12/13
DVDC,0,07/13/13
DVDC,0,07/14/13
DVDC,0,07/15/13
DVDC,0,07/16/13
DVDC,0,07/17/13
DVDC,0,07/18/13
DVDC,0,07/19/13
DVDC,0,07/20/13
DVDC,0,07/21/13
DVDC,0,07/22/13
DVDC,0,07/23/13
DVDC,0,07/24/13
DVDC,0,07/25/13
DVDC,0,07/26/13
DVDC,0,07/27/13
DVDC,0,07/28/13
DVDC,0,07/29/13
DVDC,0,07/30/13
DVDC,0,07/31/13
DVDC,0,08/01/13
DVDC,0,08/02/13
DVDC,0,08/03/13
DVDC,0,08/04/13
DVDC,0,08/05/13
DVDC,0,08/06/13
DVDC,0,08/07/13
DVDC,0,08/08/13
DVDC,14.25,08/09/13
DVDC,4.5,08/10/13
DVDC,3.0,08/11/13
DVDC,23.25,08/12/13
DVDC,14.25,08/13/13
DVDC,4.5,08/14/13
DVDC,6.0,08/15/13
DVDC,7.5,08/16/13
DVDC,1.5,08/17/13
DVDC,15.75,08/18/13
DVDC,9.0,08/19/13
DVDC,0,08/20/13
DVDC,0,08/21/13
DVDC,0,08/22/13
DVDC,0,08/23/13
DVDC,0,08/24/13
DVDC,0,08/25/13
DVDC,0,08/26/13
DVDC,0,08/27/13
DVDC,0,08/28/13
DVDC,0,08/29/13
DVDC,0,08/30/13
DVDC,0,08/31/13
DVDC,0,09/02/13
DVDC,0,09/03/13
DVDC,0,09/04/13
DVDC,0,09/05/13
DVDC,0,09/06/13
DVDC,0,09/07/13
DVDC,0,09/08/13
DVDC,0,09/09/13
DVDC,0,09/10/13
DVDC,0,09/11/13
DVDC,0,09/12/13
DVDC,0,09/13/13
DVDC,0,09/14/13
DVDC,0,09/15/13
DVDC,0,09/16/13
DVDC,0,09/17/13
DVDC,0,09/18/13
DVDC,1.5,09/19/13
DVDC,1.5,09/20/13
DVDC,0,09/21/13
DVDC,0.75,09/22/13
DVDC,5.25,09/23/13
DVDC,0.75,09/24/13
DVDC,5.25,09/25/13
DVDC,0,09/26/13
DVDC,0,09/27/13
DVDC,0,09/28/13
DVDC,0,09/29/13
DVDC,0,09/30/13
DVDC,0,10/01/13
DVDC,0,10/02/13
DVDC,0,10/03/13
DVDC,0,10/04/13
DVDC,0,10/05/13
DVDC,0,10/07/13
DVDC,0,10/08/13
DVDC,0,10/09/13
DVDC,0,10/10/13
DVDC,0,10/11/13
DVDC,0,10/12/13
DVDC,0,10/13/13
DVDC,0,10/14/13
