key,value,date
SPDC,0,02/11/12
SPDC,0,02/13/12
SPDC,0,02/14/12
SPDC,0,02/15/12
SPDC,0,02/16/12
SPDC,0,02/18/12
SPDC,34,02/19/12
SPDC,9,02/20/12
SPDC,5,02/21/12
SPDC,11,02/25/12
SPDC,0,02/26/12
SPDC,1,02/27/12
SPDC,0,02/28/12
SPDC,1,02/29/12
SPDC,3,03/01/12
SPDC,3,03/02/12
SPDC,1,03/04/12
SPDC,1,03/05/12
SPDC,5,03/06/12
SPDC,2,03/07/12
SPDC,0,03/08/12
SPDC,0,03/09/12
SPDC,0,03/10/12
SPDC,0,03/12/12
SPDC,0,03/13/12
SPDC,0,03/14/12
SPDC,0,03/15/12
SPDC,0,03/16/12
SPDC,0,03/17/12
SPDC,0,03/18/12
SPDC,0,03/19/12
SPDC,0,03/20/12
SPDC,0,03/21/12
SPDC,0,03/22/12
SPDC,0,03/23/12
SPDC,0,03/24/12
SPDC,0,03/25/12
SPDC,0,03/26/12
SPDC,0,03/27/12
SPDC,0,03/28/12
SPDC,0,03/29/12
SPDC,0,04/01/12
SPDC,0,04/02/12
SPDC,0,04/03/12
SPDC,0,04/04/12
SPDC,0,04/05/12
SPDC,0,04/06/12
SPDC,0,04/07/12
SPDC,0,04/09/12
SPDC,0,04/10/12
SPDC,0,04/13/12
SPDC,0,04/15/12
SPDC,0,04/16/12
SPDC,0,04/17/12
SPDC,0,04/18/12
SPDC,0,04/19/12
SPDC,0,04/21/12
SPDC,0,04/22/12
SPDC,0,04/23/12
SPDC,0,04/24/12
SPDC,0,04/25/12
SPDC,0,04/26/12
SPDC,0,04/27/12
SPDC,0,04/28/12
SPDC,0,04/29/12
SPDC,0,04/30/12
SPDC,0,05/01/12
SPDC,0,05/02/12
SPDC,46,05/03/12
SPDC,13,05/04/12
SPDC,1,05/05/12
SPDC,2,05/06/12
SPDC,5,05/07/12
SPDC,1,05/08/12
SPDC,2,05/09/12
SPDC,15,05/10/12
SPDC,12,05/11/12
SPDC,1,05/13/12
SPDC,6,05/14/12
SPDC,9,05/15/12
SPDC,5,05/16/12
SPDC,0,05/17/12
SPDC,0,05/19/12
SPDC,0,05/21/12
SPDC,0,05/22/12
SPDC,0,05/23/12
SPDC,0,05/24/12
SPDC,30,05/25/12
SPDC,4,05/26/12
SPDC,3,05/27/12
SPDC,0,05/28/12
SPDC,2,05/29/12
SPDC,3,05/30/12
SPDC,15,05/31/12
SPDC,9,06/01/12
SPDC,2,06/02/12
SPDC,2,06/03/12
SPDC,5,06/04/12
SPDC,1,06/05/12
SPDC,4,06/06/12
SPDC,9,06/07/12
SPDC,0,06/08/12
SPDC,0,06/09/12
SPDC,0,06/10/12
SPDC,0,06/12/12
SPDC,0,06/13/12
SPDC,0,06/14/12
SPDC,0,06/16/12
SPDC,0,06/17/12
SPDC,0,06/18/12
SPDC,0,06/19/12
SPDC,0,06/20/12
SPDC,0,06/21/12
SPDC,0,06/22/12
SPDC,0,06/23/12
SPDC,0,06/24/12
SPDC,0,06/25/12
SPDC,0,06/26/12
SPDC,0,06/27/12
SPDC,0,06/28/12
SPDC,0,06/29/12
SPDC,0,06/30/12
SPDC,0,07/01/12
SPDC,0,07/02/12
SPDC,0,07/03/12
SPDC,0,07/04/12
SPDC,0,07/05/12
SPDC,0,07/06/12
SPDC,0,07/07/12
SPDC,0,07/08/12
SPDC,0,07/09/12
SPDC,0,07/10/12
SPDC,0,07/11/12
SPDC,0,07/12/12
SPDC,0,07/13/12
SPDC,0,07/15/12
SPDC,0,07/17/12
SPDC,0,07/18/12
SPDC,0,07/19/12
SPDC,0,07/20/12
SPDC,0,07/21/12
SPDC,0,07/22/12
SPDC,0,07/23/12
SPDC,0,08/06/12
SPDC,0,08/07/12
SPDC,0,08/08/12
SPDC,0,08/09/12
SPDC,61,08/10/12
SPDC,4,08/11/12
SPDC,2,08/12/12
SPDC,8,08/13/12
SPDC,1,08/14/12
SPDC,4,08/15/12
SPDC,0,08/16/12
SPDC,1,08/17/12
SPDC,0,08/18/12
SPDC,3,08/20/12
SPDC,3,08/21/12
SPDC,0,08/22/12
SPDC,4,08/23/12
SPDC,13,08/24/12
SPDC,5,08/25/12
SPDC,2,08/26/12
SPDC,7,08/27/12
SPDC,3,08/28/12
SPDC,7,08/29/12
SPDC,3,08/30/12
SPDC,0,09/01/12
SPDC,0,09/02/12
SPDC,0,09/04/12
SPDC,0,09/06/12
SPDC,0,09/07/12
SPDC,0,09/08/12
SPDC,0,09/09/12
SPDC,0,09/10/12
SPDC,0,09/11/12
SPDC,0,09/12/12
SPDC,0,09/13/12
SPDC,0,09/14/12
SPDC,0,09/15/12
SPDC,0,09/16/12
SPDC,0,09/17/12
SPDC,0,09/18/12
SPDC,0,09/19/12
SPDC,0,09/20/12
SPDC,0,09/21/12
SPDC,0,09/22/12
SPDC,0,09/23/12
SPDC,0,09/24/12
SPDC,0,09/25/12
SPDC,0,09/26/12
SPDC,0,09/27/12
SPDC,0,09/28/12
SPDC,0,09/29/12
SPDC,0,09/30/12
SPDC,0,10/01/12
SPDC,0,10/02/12
SPDC,0,10/03/12
SPDC,0,10/04/12
SPDC,0,10/05/12
SPDC,0,10/06/12
SPDC,0,10/07/12
SPDC,0,10/08/12
SPDC,0,10/09/12
SPDC,0,10/10/12
SPDC,0,10/11/12
SPDC,0,10/12/12
SPDC,0,10/13/12
SPDC,0,10/14/12
SPDC,0,10/15/12
SPDC,34,10/16/12
SPDC,6,10/17/12
SPDC,1,10/18/12
SPDC,0,10/19/12
SPDC,2,10/20/12
SPDC,1,10/21/12
SPDC,2,10/22/12
SPDC,2,10/23/12
SPDC,6,10/24/12
SPDC,9,10/25/12
SPDC,1,10/26/12
SPDC,3,10/28/12
SPDC,6,10/29/12
SPDC,1,10/31/12
SPDC,1,11/01/12
SPDC,5,11/02/12
SPDC,3,11/03/12
SPDC,3,11/04/12
SPDC,1,11/05/12
SPDC,1,11/06/12
SPDC,7,11/07/12
SPDC,3,11/08/12
SPDC,0,11/09/12
SPDC,0,11/10/12
SPDC,0,11/11/12
SPDC,0,11/12/12
SPDC,95,11/13/12
SPDC,13,11/14/12
SPDC,5,11/15/12
SPDC,7,11/16/12
SPDC,0,11/17/12
SPDC,4,11/18/12
SPDC,7,11/19/12
SPDC,3,11/20/12
SPDC,2,11/21/12
SPDC,0,11/22/12
SPDC,2,11/23/12
SPDC,1,11/24/12
SPDC,3,11/25/12
SPDC,2,11/26/12
SPDC,0,11/27/12
SPDC,12,11/28/12
SPDC,12,11/29/12
SPDC,3,11/30/12
SPDC,2,12/01/12
SPDC,2,12/02/12
SPDC,4,12/03/12
SPDC,22,12/04/12
SPDC,6,12/05/12
SPDC,6,12/06/12
SPDC,3,12/07/12
SPDC,0,12/08/12
SPDC,13,12/09/12
SPDC,17,12/10/12
SPDC,0,12/12/12
SPDC,0,12/13/12
SPDC,0,12/14/12
SPDC,0,12/15/12
SPDC,0,12/16/12
SPDC,0,12/17/12
SPDC,0,12/18/12
SPDC,91,12/19/12
SPDC,12,12/20/12
SPDC,8,12/21/12
SPDC,2,12/22/12
SPDC,1,12/23/12
SPDC,2,12/24/12
SPDC,2,12/25/12
SPDC,2,12/26/12
SPDC,6,12/27/12
SPDC,2,12/28/12
SPDC,2,12/29/12
SPDC,1,12/30/12
SPDC,5,12/31/12
SPDC,3,01/01/13
SPDC,3,01/02/13
SPDC,11,01/03/13
SPDC,11,01/04/13
SPDC,17,01/05/13
SPDC,7,01/06/13
SPDC,20,01/07/13
SPDC,12,01/08/13
SPDC,21,01/09/13
SPDC,18,01/10/13
SPDC,0,01/11/13
SPDC,0,01/12/13
SPDC,0,01/13/13
SPDC,0,01/14/13
SPDC,0,01/15/13
SPDC,0,01/16/13
SPDC,0,01/17/13
SPDC,0,01/18/13
SPDC,0,01/19/13
SPDC,0,01/20/13
SPDC,0,01/21/13
SPDC,0,01/22/13
SPDC,0,01/23/13
SPDC,85,01/24/13
SPDC,10,01/25/13
SPDC,3,01/26/13
SPDC,7,01/27/13
SPDC,5,01/28/13
SPDC,2,01/29/13
SPDC,4,01/30/13
SPDC,1,01/31/13
SPDC,2,02/01/13
SPDC,0,02/03/13
SPDC,0,02/04/13
SPDC,6,02/05/13
SPDC,8,02/06/13
SPDC,2,02/07/13
SPDC,0,02/08/13
SPDC,1,02/09/13
SPDC,2,02/10/13
SPDC,2,02/11/13
SPDC,0,02/12/13
SPDC,0,02/13/13
SPDC,0,02/14/13
SPDC,0,02/15/13
SPDC,0,02/16/13
SPDC,0,02/17/13
SPDC,0,02/18/13
SPDC,0,02/19/13
SPDC,0,02/20/13
SPDC,0,02/21/13
SPDC,0,02/22/13
SPDC,0,02/23/13
SPDC,0,02/24/13
SPDC,0,02/25/13
SPDC,0,02/26/13
SPDC,0,02/27/13
SPDC,0,02/28/13
SPDC,0,03/01/13
SPDC,0,03/02/13
SPDC,0,03/03/13
SPDC,0,03/04/13
SPDC,0,03/05/13
SPDC,0,03/06/13
SPDC,0,03/07/13
SPDC,0,03/08/13
SPDC,0,03/09/13
SPDC,0,03/10/13
SPDC,0,03/11/13
SPDC,0,03/12/13
SPDC,0,03/13/13
SPDC,0,03/14/13
SPDC,0,03/15/13
SPDC,0,03/16/13
SPDC,0,03/17/13
SPDC,0,03/18/13
SPDC,0,03/19/13
SPDC,0,03/20/13
SPDC,0,03/21/13
SPDC,0,03/22/13
SPDC,0,03/23/13
SPDC,0,03/24/13
SPDC,0,03/25/13
SPDC,0,03/26/13
SPDC,0,03/27/13
SPDC,0,03/28/13
SPDC,0,03/29/13
SPDC,0,03/30/13
SPDC,0,03/31/13
SPDC,0,04/01/13
SPDC,0,04/02/13
SPDC,0,04/03/13
SPDC,0,04/04/13
SPDC,0,04/05/13
SPDC,0,04/06/13
SPDC,0,04/07/13
SPDC,0,04/08/13
SPDC,0,04/09/13
SPDC,0,04/10/13
SPDC,0,04/11/13
SPDC,0,04/12/13
SPDC,0,04/13/13
SPDC,0,04/14/13
SPDC,0,04/15/13
SPDC,0,04/16/13
SPDC,0,04/17/13
SPDC,127,04/18/13
SPDC,14,04/19/13
SPDC,2,04/20/13
SPDC,6,04/21/13
SPDC,4,04/22/13
SPDC,16,04/23/13
SPDC,6,04/24/13
SPDC,3,04/25/13
SPDC,11,04/26/13
SPDC,6,04/27/13
SPDC,1,04/28/13
SPDC,4,04/29/13
SPDC,0,04/30/13
SPDC,0,05/01/13
SPDC,0,05/02/13
SPDC,0,05/03/13
SPDC,0,05/04/13
SPDC,0,05/05/13
SPDC,0,05/06/13
SPDC,0,05/07/13
SPDC,0,05/08/13
SPDC,0,05/09/13
SPDC,0,05/10/13
SPDC,0,05/11/13
SPDC,0,05/12/13
SPDC,0,05/13/13
SPDC,0,05/14/13
SPDC,0,05/15/13
SPDC,0,05/16/13
SPDC,0,05/17/13
SPDC,0,05/18/13
SPDC,0,05/19/13
SPDC,0,05/20/13
SPDC,0,05/21/13
SPDC,0,05/22/13
SPDC,0,05/23/13
SPDC,0,05/24/13
SPDC,0,05/25/13
SPDC,0,05/26/13
SPDC,0,05/27/13
SPDC,0,05/28/13
SPDC,0,05/29/13
SPDC,0,05/30/13
SPDC,0,05/31/13
SPDC,0,06/01/13
SPDC,0,06/02/13
SPDC,0,06/03/13
SPDC,0,06/04/13
SPDC,0,06/05/13
SPDC,0,06/06/13
SPDC,0,06/07/13
SPDC,0,06/08/13
SPDC,0,06/09/13
SPDC,0,06/10/13
SPDC,0,06/11/13
SPDC,0,06/12/13
SPDC,0,06/13/13
SPDC,0,06/14/13
SPDC,0,06/15/13
SPDC,0,06/16/13
SPDC,0,06/17/13
SPDC,0,06/18/13
SPDC,0,06/19/13
SPDC,0,06/20/13
SPDC,0,06/21/13
SPDC,0,06/22/13
SPDC,0,06/23/13
SPDC,0,06/24/13
SPDC,0,06/25/13
SPDC,0,06/26/13
SPDC,0,06/27/13
SPDC,0,06/28/13
SPDC,0,06/29/13
SPDC,0,06/30/13
SPDC,0,07/01/13
SPDC,0,07/02/13
SPDC,61,07/03/13
SPDC,15,07/04/13
SPDC,9,07/05/13
SPDC,1,07/06/13
SPDC,5,07/07/13
SPDC,15,07/08/13
SPDC,34,07/09/13
SPDC,10,07/10/13
SPDC,0,07/11/13
SPDC,0,07/12/13
SPDC,0,07/13/13
SPDC,0,07/14/13
SPDC,0,07/15/13
SPDC,0,07/16/13
SPDC,0,07/17/13
SPDC,0,07/18/13
SPDC,0,07/19/13
SPDC,0,07/20/13
SPDC,0,07/21/13
SPDC,0,07/22/13
SPDC,0,07/23/13
SPDC,0,07/24/13
SPDC,62,07/25/13
SPDC,11,07/26/13
SPDC,3,07/27/13
SPDC,3,07/28/13
SPDC,1,07/29/13
SPDC,1,07/30/13
SPDC,4,07/31/13
SPDC,6,08/01/13
SPDC,2,08/02/13
SPDC,1,08/03/13
SPDC,1,08/04/13
SPDC,0,08/05/13
SPDC,2,08/06/13
SPDC,2,08/07/13
SPDC,3,08/08/13
SPDC,1,08/09/13
SPDC,1,08/10/13
SPDC,0,08/11/13
SPDC,5,08/12/13
SPDC,8,08/13/13
SPDC,1,08/14/13
SPDC,1,08/15/13
SPDC,2,08/16/13
SPDC,1,08/17/13
SPDC,18,08/18/13
SPDC,5,08/19/13
SPDC,0,08/20/13
SPDC,0,08/21/13
SPDC,0,08/22/13
SPDC,0,08/23/13
SPDC,0,08/24/13
SPDC,0,08/25/13
SPDC,0,08/26/13
SPDC,0,08/27/13
SPDC,0,08/28/13
SPDC,0,08/29/13
SPDC,0,08/30/13
SPDC,0,08/31/13
SPDC,0,09/02/13
SPDC,0,09/03/13
SPDC,78,09/04/13
SPDC,64,09/05/13
SPDC,24,09/06/13
SPDC,1,09/07/13
SPDC,4,09/08/13
SPDC,5,09/09/13
SPDC,4,09/10/13
SPDC,3,09/11/13
SPDC,4,09/12/13
SPDC,2,09/13/13
SPDC,0,09/14/13
SPDC,3,09/15/13
SPDC,3,09/16/13
SPDC,1,09/17/13
SPDC,2,09/18/13
SPDC,0,09/19/13
SPDC,4,09/20/13
SPDC,1,09/21/13
SPDC,3,09/22/13
SPDC,6,09/23/13
SPDC,2,09/24/13
SPDC,11,09/25/13
SPDC,6,09/26/13
SPDC,0,09/27/13
SPDC,2,09/28/13
SPDC,0,09/29/13
SPDC,0,09/30/13
SPDC,1,10/01/13
SPDC,0,10/02/13
SPDC,2,10/03/13
SPDC,1,10/04/13
SPDC,1,10/05/13
SPDC,1,10/07/13
SPDC,0,10/08/13
SPDC,0,10/09/13
SPDC,2,10/10/13
SPDC,1,10/11/13
SPDC,1,10/12/13
SPDC,4,10/13/13
SPDC,2,10/14/13
SPDC,0,10/15/13
SPDC,2,10/16/13
SPDC,7,10/17/13
SPDC,5,10/18/13
SPDC,3,10/19/13
SPDC,3,10/20/13
SPDC,9,10/21/13
SPDC,4,10/22/13
SPDC,4,10/23/13
SPDC,3,10/24/13
SPDC,0,10/25/13
SPDC,0,10/26/13
SPDC,0,10/27/13
SPDC,0,10/28/13
SPDC,0,10/29/13
SPDC,0,10/30/13
SPDC,0,10/31/13
SPDC,0,11/01/13
SPDC,0,11/02/13
SPDC,0,11/03/13
SPDC,0,11/04/13
SPDC,0,11/05/13
SPDC,0,11/06/13
SPDC,0,11/07/13
SPDC,0,11/08/13
SPDC,0,11/09/13
SPDC,0,11/10/13
SPDC,0,11/11/13
SPDC,0,11/12/13
SPDC,0,11/13/13
SPDC,0,11/14/13
SPDC,0,11/15/13
SPDC,0,11/16/13
SPDC,0,11/17/13
SPDC,0,11/18/13
SPDC,0,11/19/13
SPDC,0,11/20/13
SPDC,0,11/21/13
SPDC,0,11/22/13
SPDC,0,11/23/13
SPDC,0,11/24/13
SPDC,0,11/25/13
SPDC,0,11/26/13
SPDC,0,11/27/13
SPDC,0,11/28/13
SPDC,0,11/29/13
SPDC,0,11/30/13
SPDC,0,12/01/13
SPDC,0,12/02/13
SPDC,0,12/03/13
SPDC,0,12/04/13
SPDC,0,12/05/13
SPDC,0,12/06/13
SPDC,0,12/07/13
SPDC,0,12/08/13
SPDC,0,12/09/13
SPDC,0,12/10/13
SPDC,0,12/11/13
SPDC,0,12/12/13
SPDC,0,12/13/13
SPDC,0,12/14/13
SPDC,0,12/15/13
SPDC,0,12/16/13
SPDC,0,12/17/13
SPDC,0,12/23/13
SPDC,0,12/24/13
SPDC,0,12/25/13
SPDC,0,12/26/13
DSDC,0,08/10/09
DSDC,0,08/11/09
DSDC,0,08/12/09
DSDC,0,08/13/09
DSDC,0,08/14/09
DSDC,0,08/15/09
DSDC,0,08/19/09
DSDC,0,08/20/09
DSDC,0,08/26/09
DSDC,0,08/28/09
DSDC,0,09/01/09
DSDC,0,09/03/09
DSDC,0,09/04/09
DSDC,0,09/15/09
DSDC,0,09/17/09
DSDC,0,09/21/09
DSDC,0,09/23/09
DSDC,0,09/24/09
DSDC,0,09/28/09
DSDC,0,10/14/09
DSDC,0,10/15/09
DSDC,0,10/16/09
DSDC,0,02/15/10
DSDC,0,02/16/10
DSDC,0,02/25/10
DSDC,0,02/27/10
DSDC,0,03/08/10
DSDC,0,03/10/10
DSDC,0,04/13/10
DSDC,0,04/14/10
DSDC,0,04/15/10
DSDC,0,04/16/10
DSDC,0,04/19/10
DSDC,0,04/24/10
DSDC,0,04/25/10
DSDC,0,04/28/10
DSDC,0,04/29/10
DSDC,0,05/05/10
DSDC,0,05/07/10
DSDC,0,05/19/10
DSDC,0,06/07/10
DSDC,0,06/08/10
DSDC,0,06/09/10
DSDC,0,06/17/10
DSDC,0,06/21/10
DSDC,0,06/23/10
DSDC,0,06/24/10
DSDC,0,07/13/10
DSDC,0,07/16/10
DSDC,0,07/17/10
DSDC,0,07/18/10
DSDC,0,07/19/10
DSDC,0,07/20/10
DSDC,0,07/27/10
DSDC,0,07/30/10
DSDC,0,08/06/10
DSDC,0,08/08/10
DSDC,0,08/10/10
DSDC,0,08/11/10
DSDC,0,08/13/10
DSDC,0,08/16/10
DSDC,0,08/17/10
DSDC,0,08/22/10
DSDC,0,08/24/10
DSDC,0,08/26/10
DSDC,0,09/02/10
DSDC,0,09/09/10
DSDC,0,09/13/10
DSDC,0,09/19/10
DSDC,0,09/21/10
DSDC,0,09/27/10
DSDC,0,09/28/10
DSDC,0,10/04/10
DSDC,0,10/05/10
DSDC,0,10/06/10
DSDC,0,10/15/10
DSDC,0,10/16/10
DSDC,0,10/17/10
DSDC,0,10/18/10
DSDC,0,11/12/10
DSDC,0,11/18/10
DSDC,0,11/22/10
DSDC,0,11/23/10
DSDC,0,01/31/11
DSDC,0,02/11/11
DSDC,0,02/12/11
DSDC,0,02/13/11
DSDC,0,02/15/11
DSDC,0,02/17/11
DSDC,0,02/18/11
DSDC,0,02/20/11
DSDC,0,02/21/11
DSDC,0,02/23/11
DSDC,0,02/24/11
DSDC,0,02/25/11
DSDC,0,02/26/11
DSDC,0,02/27/11
DSDC,0,02/28/11
DSDC,0,03/02/11
DSDC,0,03/04/11
DSDC,0,03/07/11
DSDC,0,03/10/11
DSDC,0,03/11/11
DSDC,0,03/12/11
DSDC,0,03/13/11
DSDC,0,03/14/11
DSDC,0,03/15/11
DSDC,0,03/16/11
DSDC,0,03/17/11
DSDC,0,03/18/11
DSDC,0,03/19/11
DSDC,0,03/21/11
DSDC,0,03/22/11
DSDC,0,03/23/11
DSDC,0,03/24/11
DSDC,0,03/26/11
DSDC,0,04/04/11
DSDC,0,04/12/11
DSDC,0,04/15/11
DSDC,0,04/17/11
DSDC,0,04/18/11
DSDC,0,04/20/11
DSDC,0,04/21/11
DSDC,0,04/24/11
DSDC,0,04/27/11
DSDC,0,04/28/11
DSDC,0,04/29/11
DSDC,0,05/01/11
DSDC,0,05/02/11
DSDC,0,05/03/11
DSDC,0,05/04/11
DSDC,0,05/05/11
DSDC,0,05/06/11
DSDC,0,05/08/11
DSDC,0,05/10/11
DSDC,0,05/12/11
DSDC,0,05/13/11
DSDC,0,05/14/11
DSDC,0,05/15/11
DSDC,0,05/16/11
DSDC,0,05/17/11
DSDC,0,05/18/11
DSDC,0,06/07/11
DSDC,0,06/08/11
DSDC,0,06/16/11
DSDC,0,06/17/11
DSDC,0,06/24/11
DSDC,0,06/25/11
DSDC,0,07/05/11
